experiment,dataset,method,original_rows,training_rows,chop_grid_s,chop_grid_T,max_rows_per_cell,smoothing_type,smoothing_strength,test_obs_q_RMSE,clean_q_RMSE,clean_dq_ds_RMSE,clean_dq_dT_RMSE,test_obs_q_RMSE/noise,clean_dq_ds_RMSE/noise,clean_dq_dT_RMSE/noise,entropy_violation_%,worst_entropy_violation,deriv_violation_%,worst_deriv_violation,status,build_s,newton_steps,flux_calls,final_residual,rel_solution_err,solve_total_s,flux_eval_s,nonflux_s,avg_flux_eval_us
bello,nonlinear_high_noise,FDMatern52,3000,289,17,17,1,none,0.0,0.9732822328240307,0.6952841515903383,0.8661601483858434,0.8044068895199837,1.4202055998440035,0.7290166781427073,0.33397450524525724,1.4000000000000001,0.008861276230496548,0.0,0.0,ok,0.0714224999974249,9.0,1520,5.310330849739129e-09,0.005512385864944384,0.14539910000166856,0.08891530024993699,0.05648379975173157,58.49690805916907
bello,nonlinear_high_noise,FDMatern52+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,0.9729997280257184,0.6948100379088434,0.8640895783204229,0.7953159189000956,1.4170384126368236,0.7272739517961215,0.33020010642479447,1.4000000000000001,0.008803299112982218,0.0,0.0,ok,0.07317070000863168,9.0,1520,3.0957668510764074e-09,0.005517024012827306,0.14568549999967217,0.08903550000104588,0.0566499999986263,58.57598684279334
bello,nonlinear_high_noise,FDMatern52+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,0.9728109723781203,0.6933523480506453,0.8581505046413609,0.7616902908788687,1.4056079832085793,0.7222752413696222,0.31623938253212414,1.4000000000000001,0.008621177183097028,0.0,0.0,ok,0.07375070000125561,8.0,1360,8.966850669977429e-09,0.005263921653098161,0.1313229999941541,0.0803291000192985,0.050993899974855594,59.06551472007242
bello,nonlinear_high_noise,FDMatern52+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,0.9780888438428791,0.7010639329131758,0.8831509454014632,0.785708465053813,1.41179167569137,0.7433172372510979,0.3262112735508076,1.4000000000000001,0.008364686109923105,0.0,0.0,ok,0.07314049999695271,9.0,1520,5.9113869883453205e-09,0.005320601940524755,0.14358989999163896,0.08830879972083494,0.05528110027080402,58.09789455318088
bello,nonlinear_high_noise,FDMatern52+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,1.0267392518963896,0.7641784764210686,1.0385315237943868,0.7198193687134382,1.3732990613646845,0.8740956311993747,0.2988553686747752,1.2,0.0055460635942692176,0.0,0.0,ok,0.07267559999309015,9.0,1520,5.995934724163018e-09,0.0038214770160572733,0.14655920000222977,0.08943480014568195,0.057124399856547825,58.8386843063697
bello,nonlinear_high_noise,FDIntegratedEpanechnikov,3000,289,17,17,1,none,0.0,1.481955416618804,1.3057103950776041,1.9017256174354396,0.843899197795946,2.4906962892490556,1.6006158848860892,0.3503709636661047,0.6,0.00036150507101668665,0.0,0.0,ok,0.07770330000494141,5.0,880,6.213719919554556e-10,0.0023153531293348957,0.08401819999562576,0.05161089982721023,0.03240730016841553,58.648749803647995
bello,nonlinear_high_noise,FDIntegratedEpanechnikov+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,1.4814228589498606,1.3050712380975202,1.9010052444241634,0.8438791188197979,2.489991322678361,1.600009572138172,0.35036262725549927,0.4,0.00032716594551944413,0.0,0.0,ok,0.07824360000086017,5.0,880,6.586287127118571e-10,0.002132569072081641,0.08655239999643527,0.05302670015953481,0.03352569983690046,60.257613817653194
bello,nonlinear_high_noise,FDIntegratedEpanechnikov+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,1.477868194452287,1.3011109025891272,1.8971552851315523,0.8442212915443349,2.4885078524537017,1.596769196164151,0.3505046908900535,0.4,0.00017159128579127277,0.0,0.0,ok,0.07881120000092778,5.0,880,8.534107393254041e-10,0.002251436184009519,0.08660059999965597,0.05247750000853557,0.0341230999911204,59.63352273697224
bello,nonlinear_high_noise,FDIntegratedEpanechnikov+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,1.4758253116555338,1.2991611383161428,1.8983082613245035,0.8441941933004123,2.4909081769694583,1.5977396158674002,0.3504934402124114,0.4,0.0003073499711763961,0.0,0.0,ok,0.07864100000006147,5.0,880,6.316140649918547e-10,0.002178579254885622,0.08633560000453144,0.05211710020375904,0.034218499800772406,59.22397750427163
bello,nonlinear_high_noise,FDIntegratedEpanechnikov+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,1.4443360834625167,1.2662845399486855,1.8799293979606893,0.8586953185633355,2.5007149135087827,1.582270769901102,0.3565140327735644,0.4,0.00015270738703922448,0.0,0.0,ok,0.0767863000073703,5.0,880,6.226828475552625e-10,0.0029168341384601887,0.08489019999979064,0.05194070014113095,0.03294949985865969,59.0235228876488
bello,nonlinear_high_noise,savgol,3000,289,17,17,1,none,0.0,0.7307416997170011,0.2394471270772935,0.7523484515689901,0.9995888230364872,1.1721514440372323,0.6332253567550522,0.41501034733990344,1.0,0.0031676932691450605,0.0,0.0,ok,0.06624379999993835,7.0,1200,3.254300692086818e-10,0.008532859223518296,0.2190178000018932,0.17005460051586851,0.04896319948602468,141.7121670965571
bello,nonlinear_high_noise,savgol+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,0.9722173280407824,0.6718965520208766,0.8492701465800362,0.826309883519779,1.5165099253408594,0.7148009548342171,0.34306821351625,1.4000000000000001,0.006933543378876638,0.0,0.0,failed: RuntimeError,0.06539350000093691,,30800,,,5.602305599997635,4.3410857001144905,1.2612198998831445,140.94434091280814
bello,nonlinear_high_noise,savgol+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,0.9695360356116469,0.666512735057398,0.8269857423106189,0.7824722952320674,1.4992329386429066,0.6960449517958012,0.32486767713313885,1.4000000000000001,0.0063485267982040855,0.0,0.0,failed: RuntimeError,0.0679219000012381,,40240,,,7.215934699997888,5.602737300941953,1.6131973990559345,139.233034317643
bello,nonlinear_high_noise,savgol+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,0.974618697233522,0.6762480628108607,0.8869327746013352,0.8187588425139078,1.5073457064808864,0.7465002705108614,0.33993316430561066,1.6,0.006560080598560303,0.0,0.0,failed: RuntimeError,0.06489180000789929,,33680,,,5.986017600007472,4.653009698507958,1.3330079014995135,138.15349461128142
bello,nonlinear_high_noise,savgol+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,1.0054698179974235,0.7227783242429587,1.1431061951117123,0.7727856091830521,1.4243482865562844,0.962112471553546,0.32084594854921716,1.4000000000000001,0.004171566902052721,0.0,0.0,failed: RuntimeError,0.06640529999276623,,36640,,,6.630574800001341,5.140680498749134,1.4898943012522068,140.30241535887376
bello,nonlinear_high_noise,kissgp,3000,289,17,17,1,none,0.0,0.7767479064072913,0.3802644809954256,1.1260807539411233,0.9382528370872468,1.313901139950301,0.947782753672589,0.3895448076633954,0.4,0.00011288460322214633,0.0,0.0,ok,0.8475678999966476,4.0,720,4.058985095506121e-14,0.023940346794249553,2.1960279000049923,2.143031599916867,0.05299630008812528,2976.4327776623154
bello,nonlinear_high_noise,mlp,3000,289,17,17,1,none,0.0,0.8599826679517849,0.47356564197662343,1.4466839567542176,1.5503946422115358,1.5251444986046039,1.21762324720289,0.6436944913245075,2.0,0.010816114806822508,0.0,0.0,ok,7.786511400001473,4.0,720,8.39810152542136e-14,0.01118535585095686,7.095426300002146,7.037649099816917,0.05777720018522814,9774.512638634607
